0.05;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67
11;4.844335675;3.982297957;3.587433702;3.356690021;3.203874263;3.094612888;3.012330343;2.947990319;2.896222761;2.853624858;2.81793047;2.787569326;2.761417442;2.738648214;2.718639648;2.70091441;2.685099885;2.670900808;2.658080103;2.646445154;2.635837808;2.62612697;2.61720303;2.608973619;2.601360337;2.5942962;2.587723628;2.581592845;2.575860599;2.570489121;2.565445284;2.560699905;2.556227179;2.552004197;2.548010555;2.544228018;2.540640237;2.537232513;2.533991593;2.530905497;2.527963366;2.525155336;2.522472425;2.519906439;2.517449882;2.51509589;2.512838159;2.510670894;2.508588756;2.506586819;2.50466053;2.502805675;2.501018347;2.499294919;2.497632022;2.496026516;2.494475479;2.49297618;2.491526072;2.490122769;2.488764039;2.487447789;2.486172056;2.484934996;2.483734875;2.482570061;2.481439017
12;4.747225347;3.885293835;3.490294819;3.259166727;3.105875239;2.996120378;2.913358179;2.848565142;2.796375489;2.753386769;2.717331441;2.686637112;2.660177458;2.637123558;2.616851234;2.598881158;2.582838906;2.568427596;2.555408705;2.54358833;2.532807172;2.522933113;2.513855633;2.505481547;2.497731727;2.490538534;2.483843801;2.477597224;2.471755071;2.466279142;2.461135919;2.456295864;2.451732846;2.447423664;2.443347644;2.439486302;2.435823065;2.432343027;2.429032744;2.425880059;2.422873951;2.420004407;2.417262306;2.414639324;2.412127847;2.4097209;2.407412076;2.405195484;2.403065694;2.401017698;2.399046864;2.397148905;2.395319845;2.393555994;2.39185392;2.390210429;2.388622544;2.387087485;2.385602656;2.384165627;2.382774125;2.381426017;2.380119302;2.3788521;2.377622643;2.376429269;2.375270408
13;4.667192732;3.805565253;3.410533645;3.179117053;3.0254383;2.915269239;2.832097502;2.766913182;2.714355789;2.671024229;2.634650461;2.603660748;2.576927084;2.553618792;2.533109983;2.514919726;2.498672123;2.484068958;2.470870503;2.458881772;2.447942496;2.437919686;2.428702041;2.420195677;2.412320833;2.405009306;2.398202414;2.391849393;2.385906091;2.38033393;2.375099045;2.370171585;2.365525133;2.361136226;2.356983949;2.353049602;2.349316407;2.345769274;2.342394587;2.339180033;2.336114444;2.333187673;2.330390473;2.327714405;2.325151747;2.322695423;2.320338934;2.3180763;2.315902013;2.313810986;2.311798516;2.309860251;2.307992151;2.306190469;2.304451717;2.30277265;2.301150241;2.299581665;2.298064282;2.296595622;2.295173373;2.293795365;2.292459563;2.291164055;2.289907042;2.28868683;2.287501826
14;4.600109937;3.738891832;3.343888678;3.112249848;2.958248913;2.847725996;2.764199257;2.698672419;2.645790735;2.602155051;2.565497407;2.534243253;2.507263374;2.483725741;2.463003105;2.444613229;2.428179001;2.413401086;2.40003874;2.387896055;2.376811932;2.366652632;2.357306178;2.348678076;2.340688017;2.333267299;2.326356792;2.319905321;2.313868369;2.308207018;2.302887097;2.297878476;2.293154483;2.288691419;2.284468157;2.280465797;2.276667383;2.273057655;2.269622845;2.266350496;2.26322931;2.260249015;2.257400254;2.254674481;2.252063876;2.249561273;2.247160086;2.244854258;2.242638204;2.24050677;2.238455187;2.236479042;2.234574238;2.232736974;2.230963712;2.229251159;2.227596242;2.225996096;2.224448041;2.222949569;2.221498331;2.220092125;2.218728884;2.217406664;2.21612364;2.21487809;2.213668394
15;4.543077165;3.682320344;3.287382105;3.055568276;2.901294536;2.790464997;2.706626782;2.640796883;2.587626435;2.54371855;2.506805726;2.475312973;2.44811021;2.424364357;2.403447071;2.384875044;2.368270144;2.353332094;2.339819282;2.327535009;2.316317457;2.306032236;2.296566779;2.287826058;2.27972928;2.272207304;2.265200601;2.258657636;2.252533561;2.246789158;2.241389982;2.236305652;2.231509267;2.226976918;2.222687283;2.218621285;2.214761803;2.211093428;2.20760225;2.204275684;2.201102311;2.198071749;2.195174536;2.192402032;2.189746327;2.187200171;2.1847569;2.182410384;2.180154971;2.177985443;2.175896971;2.173885085;2.171945638;2.170074776;2.168268918;2.166524723;2.164839082;2.163209086;2.16163202;2.160105342;2.158626669;2.157193769;2.155804544;2.154457024;2.153149355;2.151879792;2.150646691
16;4.493998478;3.633723468;3.238871517;3.00691728;2.852409165;2.741310828;2.6571966;2.59109618;2.537666539;2.493513221;2.456369431;2.424660002;2.397254233;2.373318231;2.352222763;2.333483627;2.316721838;2.301636311;2.287984688;2.275569585;2.264228558;2.253826648;2.244250766;2.235405416;2.227209373;2.219593108;2.212496738;2.205868404;2.199662961;2.193840923;2.188367599;2.183212381;2.178348161;2.17375084;2.16939892;2.165273163;2.1613563;2.157632782;2.154088573;2.15071097;2.147488444;2.144410512;2.141467618;2.138651031;2.135952762;2.133365482;2.130882458;2.128497492;2.126204869;2.123999311;2.121875936;2.119830221;2.11785797;2.115955285;2.11411854;2.112344355;2.110629581;2.108971274;2.107366685;2.105813238;2.104308522;2.102850273;2.101436368;2.10006481;2.098733721;2.097441332;2.096185977
17;4.451321772;3.591530568;3.196776841;2.96470811;2.809996175;2.698659902;2.614299045;2.547955358;2.494291495;2.4499155;2.412561442;2.380654162;2.353062534;2.328952023;2.307692672;2.288799533;2.271892889;2.256670965;2.242890757;2.230354282;2.218898548;2.208388091;2.198709366;2.189766456;2.181477756;2.173773388;2.16659315;2.159884892;2.153603206;2.147708362;2.142165445;2.136943643;2.13201566;2.127357224;2.122946678;2.118764636;2.114793692;2.111018174;2.107423928;2.103998142;2.100729188;2.09760649;2.094620403;2.091762116;2.089023565;2.08639735;2.083876671;2.081455268;2.07912737;2.076887644;2.074731156;2.072653335;2.070649942;2.068717034;2.066850946;2.06504826;2.063305792;2.061620564;2.059989795;2.058410879;2.056881376;2.055398996;2.05396159;2.052567137;2.051213734;2.049899593;2.048623025
18;4.413873419;3.554557146;3.15990759;2.927744173;2.772853153;2.661304523;2.576721729;2.510157895;2.456281149;2.41170204;2.374155594;2.342066798;2.314304242;2.290032892;2.268622192;2.249586564;2.23254567;2.217197134;2.203297387;2.190647926;2.179085269;2.168473511;2.158698697;2.149664535;2.14128908;2.133502139;2.126243226;2.119459928;2.113106597;2.107143282;2.101534867;2.096250354;2.091262274;2.086546198;2.082080324;2.077845131;2.07382309;2.06999841;2.066356833;2.062885446;2.05957253;2.056407421;2.053380396;2.050482569;2.047705804;2.045042636;2.042486207;2.040030197;2.037668781;2.035396576;2.033208602;2.031100243;2.029067216;2.027105541;2.025211513;2.023381683;2.021612829;2.019901945;2.018246218;2.016643016;2.015089872;2.013584469;2.012124636;2.010708328;2.009333621;2.007998706;2.006701875
19;4.380749692;3.521893261;3.127350005;2.895107308;2.740057542;2.628318038;2.543534301;2.476770147;2.422698937;2.377933687;2.340210441;2.307954424;2.280034052;2.255613902;2.234062922;2.214895003;2.197729269;2.182262823;2.168251601;2.155496637;2.143834021;2.133127449;2.123262602;2.114142853;2.105685949;2.097821415;2.090488507;2.083634574;2.07721375;2.071185884;2.065515675;2.060171956;2.055127101;2.050356537;2.045838329;2.041552831;2.0374824;2.03361114;2.029924693;2.026410055;2.023055422;2.019850049;2.01678414;2.01384874;2.011035648;2.008337339;2.005746897;2.003257949;2.000864621;1.998561482;1.996343509;1.994206043;1.992144763;1.990155652;1.988234971;1.986379235;1.984585195;1.982849813;1.981170249;1.979543845;1.977968108;1.9764407;1.974959424;1.973522215;1.97212713;1.970772339;1.969456117
20;4.351243503;3.492828477;3.098391212;2.866081402;2.710889837;2.598977712;2.514011063;2.447063748;2.392814108;2.347877567;2.30999121;2.277580574;2.249513981;2.224955706;2.20327429;2.183983167;2.166700997;2.151124427;2.137008959;2.124155213;2.112398899;2.101603356;2.091653939;2.082453718;2.073920163;2.065982544;2.058579881;2.051659308;2.04517476;2.039085904;2.03335727;2.027957536;2.022858932;2.018036753;2.01346894;2.009135735;2.005019387;2.001103905;1.997374838;1.993819099;1.990424802;1.987181132;1.984078222;1.981107052;1.978259363;1.975527573;1.972904712;1.97038436;1.967960593;1.96562794;1.963381333;1.961216077;1.959127813;1.95711249;1.955166337;1.953285838;1.951467714;1.949708901;1.948006532;1.946357924;1.944760561;1.943212082;1.94171027;1.940253041;1.93883843;1.937464592;1.936129781
21;4.324793743;3.466800112;3.072466986;2.840099807;2.68478073;2.572711641;2.487577704;2.420462197;2.366048192;2.320953439;2.282916078;2.250361999;2.222159502;2.197472626;2.175669573;2.156263389;2.138872329;2.123192641;2.108979438;2.096032977;2.084188623;2.073309399;2.063280363;2.054004312;2.045398465;2.037391859;2.029923301;2.022939729;2.016394895;2.0102483;2.004464319;1.999011486;1.993861902;1.988990737;1.984375819;1.979997288;1.975837293;1.971879753;1.968110133;1.964515266;1.961083194;1.957803034;1.954664854;1.951659576;1.948778883;1.946015141;1.943361331;1.940810986;1.93835814;1.93599728;1.9337233;1.931531469;1.929417394;1.92737699;1.925406457;1.923502249;1.921661061;1.919879802;1.918155582;1.916485693;1.914867598;1.913298915;1.911777408;1.910300971;1.908867626;1.907475505;1.906122852
22;4.300949502;3.443356779;3.049124989;2.81670834;2.661273917;2.549061414;2.46377383;2.396503284;2.341937328;2.296695957;2.258518357;2.225830807;2.197501631;2.172694693;2.150777912;2.131264;2.113770859;2.097994381;2.083689339;2.070655661;2.058728407;2.047770309;2.037666159;2.028318508;2.019644344;2.011572495;2.00404157;1.996998329;1.990396358;1.984195002;1.978358495;1.972855242;1.967657219;1.962739485;1.958079764;1.953658096;1.949456544;1.945458939;1.94165067;1.938018496;1.934550393;1.931235411;1.928063561;1.925025707;1.922113482;1.919319202;1.916635802;1.914056772;1.911576106;1.90918825;1.906888065;1.904670784;1.902531983;1.900467547;1.898473646;1.896546708;1.894683401;1.892880612;1.891135425;1.889445113;1.887807116;1.886219034;1.88467861;1.883183724;1.881732377;1.880322687;1.878952882
23;4.279344309;3.422132208;3.027998382;2.795538737;2.639999426;2.527655325;2.442226086;2.374812126;2.320105242;2.274727585;2.23641937;2.203607289;2.175159727;2.150240419;2.128217048;2.108602038;2.091012982;2.07514546;2.060753936;2.047638047;2.035632573;2.024599989;2.014424842;2.005009458;1.996270618;1.988136954;1.9805469;1.973447048;1.966790831;1.960537454;1.95465102;1.94909981;1.943855692;1.938893618;1.934191215;1.929728435;1.925487255;1.921451428;1.917606271;1.913938476;1.910435953;1.907087695;1.903883655;1.900814649;1.897872256;1.89504875;1.892337021;1.889730519;1.8872232;1.884809475;1.882484169;1.880242486;1.878079968;1.875992474;1.873976147;1.872027389;1.870142844;1.868319375;1.866554047;1.864844109;1.863186984;1.861580253;1.86002164;1.858509008;1.857040344;1.85561375;1.854227438
24;4.259677273;3.402826105;3.00878657;2.776289289;2.620654148;2.508188823;2.422628533;2.355081495;2.300243523;2.254738831;2.216308646;2.183380082;2.154821618;2.129796896;2.107673404;2.087963318;2.070283955;2.05433062;2.039857501;2.026663972;2.01458456;2.003481506;1.993239135;1.983759568;1.974959395;1.966767071;1.959120865;1.951967217;1.945259421;1.938956549;1.933022585;1.927425699;1.92213765;1.917133298;1.912390178;1.907888158;1.903609137;1.899536798;1.895656387;1.891954533;1.888419088;1.885038989;1.881804137;1.878705298;1.875734008;1.872882496;1.870143611;1.867510768;1.864977884;1.862539338;1.860189922;1.857924811;1.855739518;1.853629876;1.851592001;1.849622272;1.847717311;1.845873958;1.844089257;1.84236044;1.840684909;1.839060228;1.837484106;1.835954388;1.834469046;1.833026169;1.831623954
25;4.24169905;3.385189961;2.99124091;2.75871047;2.602987403;2.490410018;2.404728108;2.337057224;2.282096985;2.236473581;2.197929222;2.164891452;2.136228869;2.111105049;2.088887319;2.06908764;2.05132309;2.035288722;2.020738481;2.007471499;1.995322078;1.984152242;1.973846117;1.964305634;1.955447207;1.947199131;1.939499521;1.932294679;1.925537768;1.91918774;1.913208465;1.90756801;1.90223804;1.897193321;1.892411307;1.887871786;1.883556587;1.879449322;1.875535176;1.871800719;1.868233746;1.864823141;1.86155876;1.858431321;1.855432317;1.852553936;1.849788992;1.847130861;1.844573428;1.842111039;1.839738458;1.83745083;1.835243643;1.833112702;1.831054101;1.829064197;1.827139587;1.825277094;1.823473742;1.821726743;1.820033484;1.81839151;1.816798514;1.815252328;1.813750909;1.812292331;1.810874778
26;4.225201273;3.369016359;2.975153964;2.742594137;2.586790087;2.474108781;2.388313678;2.320527235;2.265452674;2.219718074;2.181066599;2.147926228;2.11916569;2.093948526;2.071641928;2.051757669;2.033912615;2.017801598;2.003178338;1.989841753;1.977625937;1.966392717;1.956026035;1.946427651;1.937513816;1.929212675;1.921462205;1.914208578;1.907404834;1.901009817;1.894987293;1.889305229;1.883935201;1.878851894;1.874032681;1.869457279;1.865107448;1.860966738;1.857020273;1.853254568;1.849657367;1.846217506;1.842924793;1.839769904;1.836744291;1.833840107;1.831050126;1.828367694;1.825786662;1.823301348;1.820906487;1.818597195;1.816368938;1.814217495;1.812138939;1.810129603;1.808186067;1.806305132;1.804483805;1.80271928;1.801008926;1.799350275;1.797741004;1.79617893;1.794661996;1.793188265;1.791755907
27;4.210008468;3.354130829;2.960351318;2.727765306;2.571886406;2.459108443;2.373207712;2.305313177;2.250131477;2.204292493;2.165540316;2.132303355;2.103450488;2.078145238;2.055754685;2.035790443;2.017869186;2.001685547;1.986993046;1.973590404;1.961311526;1.95001806;1.939593778;1.929940281;1.920973673;1.912621959;1.904822988;1.897522811;1.890674357;1.884236366;1.878172507;1.872450658;1.867042311;1.861922071;1.85706724;1.852457468;1.848074449;1.843901675;1.839924215;1.836128531;1.832502318;1.829034366;1.825714442;1.82253318;1.819481995;1.816553003;1.813738947;1.811033138;1.808429399;1.805922019;1.803505706;1.801175553;1.798926999;1.796755803;1.794658015;1.792629948;1.790668163;1.788769443;1.786930776;1.785149341;1.783422491;1.781747743;1.780122759;1.778545343;1.777013426;1.775525056;1.774078394
28;4.195971819;3.340385558;2.946685266;2.714075804;2.558127501;2.445259395;2.359259854;2.291263984;2.235981661;2.190044489;2.151197456;2.117869397;2.088929347;2.063540829;2.041070834;2.021030831;2.00303733;1.986784781;1.972026525;1.958561102;1.946222245;1.934871437;1.924392294;1.914686271;1.905669334;1.897269362;1.889424082;1.882079434;1.875188246;1.868709158;1.86260575;1.856845817;1.851400771;1.846245146;1.841356175;1.836713444;1.832298588;1.828095043;1.824087825;1.820263349;1.816609264;1.813114316;1.809768231;1.806561607;1.803485822;1.800532958;1.797695727;1.79496741;1.792341802;1.789813164;1.78737618;1.785025919;1.782757797;1.780567552;1.778451212;1.776405074;1.774425678;1.77250979;1.770654382;1.768856618;1.767113836;1.765423536;1.76378337;1.762191127;1.760644726;1.759142204;1.75768171
29;4.182964289;3.327654499;2.93402989;2.701399332;2.545386488;2.432434105;2.346341922;2.278250849;2.222873834;2.176844128;2.137907583;2.104493457;2.075470946;2.050003588;2.027458301;2.007346432;1.989284338;1.972966311;1.958145523;1.944620352;1.932224372;1.920818916;1.910287455;1.90053131;1.891466319;1.883020241;1.875130696;1.867743517;1.860811435;1.854293003;1.848151714;1.842355286;1.836875058;1.831685495;1.826763767;1.822089399;1.817643971;1.813410866;1.809375054;1.8055229;1.801842011;1.798321094;1.794949836;1.791718799;1.788619328;1.785643472;1.782783914;1.780033906;1.777387217;1.774838082;1.772381162;1.770011502;1.767724499;1.765515868;1.763381619;1.761318031;1.759321626;1.757389154;1.755517571;1.753704025;1.751945842;1.750240507;1.74858566;1.746979077;1.745418665;1.74390245;1.742428571
30;4.170876786;3.315829501;2.922277191;2.689627574;2.533554548;2.420523189;2.334343965;2.266163274;2.210696983;2.164579917;2.125558761;2.092063185;2.062962557;2.03742044;2.014803691;1.99462355;1.976496243;1.960115912;1.94523558;1.931653475;1.919203027;1.907745427;1.897164015;1.887359985;1.878249059;1.869758886;1.86182698;1.854399081;1.847427828;1.840871689;1.834694081;1.828862646;1.823348656;1.818126511;1.813173322;1.808468558;1.803993746;1.79973222;1.795668903;1.791790119;1.788083432;1.784537513;1.781142011;1.777887454;1.774765157;1.771767138;1.768886052;1.766115123;1.763448096;1.760879183;1.75840302;1.756014632;1.753709394;1.751483004;1.749331453;1.747251001;1.745238156;1.74328965;1.741402427;1.739573618;1.737800536;1.736080655;1.7344116;1.732791137;1.731217161;1.729687689;1.728200847
31;4.159615098;3.304817252;2.911334014;2.67866711;2.522537825;2.4094323;2.323171136;2.25490593;2.199355322;2.153155642;2.114054379;2.080481608;2.051306869;2.025693759;2.003009089;1.982764006;1.964574615;1.948134926;1.933197826;1.919561405;1.907058956;1.895551545;1.884922387;1.875072561;1.865917679;1.857385287;1.849412804;1.841945878;1.834937066;1.828344756;1.82213229;1.816267245;1.810720825;1.805467373;1.800483941;1.795749946;1.791246867;1.786957991;1.782868196;1.778963766;1.775232229;1.771662217;1.768243346;1.764966113;1.761821802;1.758802402;1.755900541;1.753109419;1.750422757;1.747834742;1.745339991;1.742933507;1.740610648;1.738367091;1.736198811;1.734102052;1.732073304;1.730109287;1.728206928;1.726363348;1.724575844;1.722841878;1.721159065;1.719525158;1.717938043;1.716395724;1.714896321
32;4.149097446;3.294536816;2.901119584;2.668436943;2.512254946;2.399079631;2.312741187;2.244396139;2.188765768;2.142487841;2.10331062;2.069664579;2.040419431;2.014738814;1.991989505;1.971682568;1.953434001;1.936937695;1.92194641;1.908258108;1.895705962;1.884150916;1.873476072;1.863582401;1.854385414;1.84581256;1.837801169;1.830296804;1.823251944;1.816624902;1.810378954;1.804481608;1.798904012;1.793620448;1.788607919;1.783845791;1.779315496;1.775000278;1.770884974;1.766955828;1.763200334;1.759607087;1.756165674;1.75286656;1.749701001;1.746660958;1.743739036;1.740928409;1.738222774;1.735616299;1.73310358;1.7306796;1.728339698;1.726079536;1.72389507;1.721782529;1.71973839;1.717759356;1.715842341;1.713984454;1.712182979;1.710435367;1.708739221;1.707092285;1.705492432;1.70393766;1.702426076
33;4.139252496;3.284917651;2.891563517;2.658866501;2.502635007;2.389393898;2.302982443;2.234561847;2.178855903;2.132503754;2.093254411;2.05953873;2.030226601;2.004481711;1.981670809;1.961304889;1.942999852;1.92644948;1.911406416;1.897668509;1.885068815;1.873468169;1.862749566;1.852813878;1.843576519;1.83496485;1.826916116;1.819375803;1.812296314;1.805635895;1.799357754;1.793429341;1.787821747;1.782509201;1.777468654;1.772679427;1.768122907;1.763782298;1.759642397;1.755689414;1.751910805;1.748295136;1.744831962;1.741511719;1.738325636;1.735265651;1.73232434;1.729494858;1.72677088;1.724146553;1.721616452;1.719175544;1.71681915;1.714542913;1.712342777;1.710214954;1.708155906;1.706162324;1.704231109;1.702359357;1.70054434;1.698783499;1.697074425;1.695414853;1.693802645;1.69223579;1.690712388
